id,name,type,quantifiableUnit,quantityValue,serviceProvider,owner,emissionInformation.description,emissionInformation.scope1.stationaryCombustion,emissionInformation.scope1.mobileCombustion,emissionInformation.scope1.fugitiveEmissions,emissionInformation.scope1.processEmissions,emissionInformation.scope2.purchasedElectricity,emissionInformation.scope2.purchasedSteam,emissionInformation.scope2.purchasedHeating,emissionInformation.scope2.purchasedCooling,emissionInformation.scope3.category1,emissionInformation.scope3.category2,emissionInformation.scope3.category3,emissionInformation.scope3.category4,emissionInformation.scope3.category5,emissionInformation.scope3.category6,emissionInformation.scope3.category7,emissionInformation.scope3.category8,emissionInformation.scope3.category9,emissionInformation.scope3.category10,emissionInformation.scope3.category11,emissionInformation.scope3.category12,emissionInformation.scope3.category13,emissionInformation.scope3.category14,emissionInformation.scope3.category15,dpp.name,dpp.manufacturer,dpp.serialNumber,dpp.batchNumber,dpp.carbonFootprint.scope1,dpp.carbonFootprint.scope2,dpp.carbonFootprint.scope3
processes/235,stamping,metal,liter,4.09,manufacturing facility,manufacturing co,GHG,{CO2={m3=0.111}},{CO2={m3=1.976}},{CH4={kg=0.691}},{HFC134a={kg=0.299}},{HFC134a={kg=0.452}},{HFC134a={kg=0.261}},{SF6={kg=0.002}},{CH4={kg=1.011}},{CH4={kg=0.711}},{CO2={m3=2.234}},{CO2={m3=1.713}},{SF6={kg=0.093}},{CH4={kg=1.378}},{HFC134a={kg=0.424}},{HFC134a={kg=0.182}},{N2O={kg=0.274}},{N2O={kg=0.568}},{N2O={kg=0.293}},{CH4={kg=0.391}},{N2O={kg=0.192}},{SF6={kg=0.038}},{N2O={kg=0.269}},{SF6={kg=0.15}},cycle operation L,manufacturing facility,40234,50234,{kgCO2e=2.95},{kgCO2e=0.28},{kgCO2e=2.56}
processes/236,filtering,food_processing,batch,2.93,treatment center,company A,GHG,{CO2={m3=0.41}},{CO2={m3=2.106}},{CH4={kg=0.228}},{CO2={m3=1.978}},{CH4={kg=0.361}},{N2O={kg=0.651}},{SF6={kg=0.035}},{HFC134a={kg=0.462}},{CH4={kg=0.914}},{N2O={kg=0.411}},{N2O={kg=0.175}},{SF6={kg=0.182}},{HFC134a={kg=0.165}},{SF6={kg=0.175}},{HFC134a={kg=0.05}},{HFC134a={kg=0.082}},{CH4={kg=0.718}},{HFC134a={kg=0.026}},{SF6={kg=0.1}},{SF6={kg=0.137}},{SF6={kg=0.166}},{N2O={kg=0.406}},{CH4={kg=1.333}},cycle operation B,process plant,40235,50235,{kgCO2e=4.92},{kgCO2e=0.73},{kgCO2e=3.29}
processes/237,concentrating,food_processing,unit_processed,2.76,manufacturing facility,service operator,GHG,{CH4={kg=0.604}},{HFC134a={kg=0.047}},{CH4={kg=0.784}},{HFC134a={kg=0.094}},{CH4={kg=0.682}},{CH4={kg=0.954}},{N2O={kg=0.127}},{CH4={kg=0.661}},{CO2={kg=1.574}},{CH4={kg=0.371}},{HFC134a={kg=0.301}},{HFC134a={kg=0.403}},{CO2={m3=0.965}},{N2O={kg=0.697}},{N2O={kg=0.779}},{SF6={kg=0.026}},{CH4={kg=0.673}},{HFC134a={kg=0.209}},{N2O={kg=0.689}},{CH4={kg=1.425}},{HFC134a={kg=0.416}},{SF6={kg=0.16}},{HFC134a={kg=0.251}},production cycle K,manufacturing facility,40236,50236,{kgCO2e=4.06},{kgCO2e=1.79},{kgCO2e=2.08}
processes/238,evaporation,energy,liter,0.88,processing company,facility operator,GHG,{HFC134a={kg=0.408}},{CH4={kg=0.726}},{CO2={m3=2.729}},{HFC134a={kg=0.428}},{SF6={kg=0.127}},{CH4={kg=0.291}},{CO2={m3=0.313}},{SF6={kg=0.017}},{CO2={m3=0.966}},{CH4={kg=0.298}},{N2O={kg=0.432}},{HFC134a={kg=0.346}},{SF6={kg=0.073}},{CH4={kg=0.826}},{CO2={m3=1.978}},{CH4={kg=0.972}},{SF6={kg=0.091}},{CO2={kg=1.709}},{CO2={kg=2.99}},{N2O={kg=0.566}},{N2O={kg=0.509}},{CH4={kg=0.854}},{CO2={kg=2.899}},cycle operation Y,manufacturing facility,40237,50237,{kgCO2e=2.55},{kgCO2e=0.75},{kgCO2e=2.84}
processes/239,welding,manufacturing,day,4.79,manufacturing facility,service operator,GHG,{CO2={m3=1.898}},{SF6={kg=0.092}},{HFC134a={kg=0.169}},{CH4={kg=1.032}},{SF6={kg=0.16}},{SF6={kg=0.094}},{CO2={kg=1.017}},{N2O={kg=0.031}},{CH4={kg=0.371}},{N2O={kg=0.7}},{SF6={kg=0.187}},{CH4={kg=0.235}},{CO2={kg=1.044}},{CO2={m3=1.453}},{CO2={m3=0.534}},{HFC134a={kg=0.215}},{N2O={kg=0.101}},{HFC134a={kg=0.457}},{CH4={kg=1.155}},{SF6={kg=0.027}},{CH4={kg=0.728}},{CH4={kg=1.23}},{CO2={m3=1.988}},batch process V,facility co,40238,50238,{kgCO2e=2.41},{kgCO2e=1.93},{kgCO2e=3.13}
processes/240,blending,food_processing,cycle,0.96,service provider B,manufacturing co,GHG,{SF6={kg=0.028}},{CH4={kg=1.161}},{CO2={kg=0.496}},{SF6={kg=0.157}},{N2O={kg=0.311}},{SF6={kg=0.069}},{HFC134a={kg=0.351}},{N2O={kg=0.383}},{SF6={kg=0.02}},{N2O={kg=0.61}},{CH4={kg=0.614}},{CO2={kg=2.083}},{CH4={kg=1.32}},{HFC134a={kg=0.431}},{CO2={m3=0.68}},{CH4={kg=0.785}},{N2O={kg=0.761}},{SF6={kg=0.187}},{CO2={m3=0.426}},{CO2={kg=1.093}},{CH4={kg=0.018}},{N2O={kg=0.365}},{SF6={kg=0.197}},production cycle X,process plant,40239,50239,{kgCO2e=2.82},{kgCO2e=0.52},{kgCO2e=1.58}
processes/241,storage,transportation,cycle,3.66,service provider A,service operator,GHG,{N2O={kg=0.607}},{HFC134a={kg=0.186}},{CO2={kg=1.127}},{CH4={kg=1.195}},{HFC134a={kg=0.343}},{CH4={kg=1.419}},{HFC134a={kg=0.063}},{N2O={kg=0.103}},{CO2={m3=0.181}},{N2O={kg=0.241}},{N2O={kg=0.534}},{N2O={kg=0.495}},{SF6={kg=0.108}},{CH4={kg=0.374}},{CO2={m3=2.702}},{HFC134a={kg=0.235}},{CH4={kg=1.219}},{CH4={kg=1.462}},{HFC134a={kg=0.475}},{CO2={m3=2.112}},{HFC134a={kg=0.316}},{CO2={m3=0.819}},{SF6={kg=0.157}},process run T,operator,40240,50240,{kgCO2e=3.09},{kgCO2e=2.42},{kgCO2e=2.86}
processes/242,labeling,packaging,day,3.39,service provider A,manufacturing co,GHG,{N2O={kg=0.263}},{CH4={kg=0.131}},{HFC134a={kg=0.438}},{SF6={kg=0.053}},{N2O={kg=0.252}},{CH4={kg=0.805}},{CH4={kg=0.781}},{CO2={kg=1.437}},{CO2={m3=0.674}},{CH4={kg=0.466}},{N2O={kg=0.125}},{N2O={kg=0.321}},{HFC134a={kg=0.202}},{CO2={kg=2.114}},{N2O={kg=0.101}},{CO2={m3=2.987}},{CO2={kg=0.732}},{CO2={kg=0.456}},{N2O={kg=0.44}},{CH4={kg=0.929}},{N2O={kg=0.231}},{N2O={kg=0.027}},{CO2={kg=2.071}},unit operation B,facility co,40241,50241,{kgCO2e=2.0},{kgCO2e=2.96},{kgCO2e=0.33}
processes/243,bundle_wrapping,packaging,liter,0.67,processing company,company B,GHG,{N2O={kg=0.261}},{SF6={kg=0.171}},{CO2={m3=0.356}},{HFC134a={kg=0.46}},{HFC134a={kg=0.308}},{N2O={kg=0.32}},{CH4={kg=0.76}},{CH4={kg=1.444}},{N2O={kg=0.757}},{CO2={m3=2.547}},{HFC134a={kg=0.189}},{SF6={kg=0.053}},{N2O={kg=0.195}},{HFC134a={kg=0.369}},{SF6={kg=0.177}},{SF6={kg=0.015}},{HFC134a={kg=0.18}},{N2O={kg=0.014}},{HFC134a={kg=0.424}},{CH4={kg=1.012}},{SF6={kg=0.114}},{SF6={kg=0.191}},{CO2={kg=1.078}},process run R,manufacturing facility,40242,50242,{kgCO2e=4.24},{kgCO2e=2.57},{kgCO2e=0.66}
processes/244,frying,cooking,cycle,4.83,production company,service operator,GHG,{HFC134a={kg=0.336}},{N2O={kg=0.683}},{N2O={kg=0.336}},{N2O={kg=0.443}},{SF6={kg=0.198}},{SF6={kg=0.083}},{N2O={kg=0.285}},{CH4={kg=1.241}},{SF6={kg=0.028}},{SF6={kg=0.012}},{CO2={m3=0.58}},{CH4={kg=0.862}},{SF6={kg=0.151}},{N2O={kg=0.536}},{SF6={kg=0.126}},{HFC134a={kg=0.223}},{CO2={m3=0.865}},{HFC134a={kg=0.383}},{SF6={kg=0.061}},{SF6={kg=0.166}},{SF6={kg=0.108}},{N2O={kg=0.331}},{CO2={m3=2.522}},process run H,process plant,40243,50243,{kgCO2e=0.38},{kgCO2e=1.58},{kgCO2e=3.61}
processes/245,landfilling,waste_treatment,hour,0.99,service provider B,service operator,GHG,{N2O={kg=0.229}},{SF6={kg=0.053}},{HFC134a={kg=0.413}},{SF6={kg=0.016}},{N2O={kg=0.467}},{N2O={kg=0.126}},{HFC134a={kg=0.265}},{N2O={kg=0.573}},{CO2={m3=1.28}},{HFC134a={kg=0.465}},{CO2={m3=2.639}},{CO2={m3=2.835}},{HFC134a={kg=0.004}},{CO2={m3=2.42}},{HFC134a={kg=0.204}},{HFC134a={kg=0.19}},{SF6={kg=0.057}},{N2O={kg=0.692}},{CO2={kg=2.588}},{CO2={kg=1.22}},{CO2={m3=1.628}},{SF6={kg=0.199}},{N2O={kg=0.415}},cycle operation B,operator,40244,50244,{kgCO2e=2.34},{kgCO2e=2.32},{kgCO2e=0.96}
processes/246,preheating,energy,hour,2.93,service provider B,company A,GHG,{HFC134a={kg=0.437}},{N2O={kg=0.615}},{SF6={kg=0.088}},{SF6={kg=0.128}},{N2O={kg=0.689}},{N2O={kg=0.386}},{HFC134a={kg=0.183}},{CH4={kg=0.029}},{CO2={m3=0.592}},{HFC134a={kg=0.466}},{SF6={kg=0.088}},{CO2={kg=0.208}},{SF6={kg=0.023}},{HFC134a={kg=0.132}},{CH4={kg=0.645}},{CO2={kg=0.307}},{SF6={kg=0.093}},{SF6={kg=0.128}},{N2O={kg=0.248}},{HFC134a={kg=0.303}},{CO2={kg=2.276}},{CH4={kg=1.275}},{CO2={m3=2.812}},batch process U,manufacturing facility,40245,50245,{kgCO2e=2.61},{kgCO2e=2.2},{kgCO2e=3.94}
processes/247,cooling,energy,m3,4.46,recycling facility,company B,GHG,{CH4={kg=0.726}},{SF6={kg=0.092}},{N2O={kg=0.1}},{SF6={kg=0.134}},{N2O={kg=0.675}},{HFC134a={kg=0.198}},{HFC134a={kg=0.261}},{SF6={kg=0.035}},{SF6={kg=0.055}},{N2O={kg=0.759}},{HFC134a={kg=0.166}},{N2O={kg=0.764}},{N2O={kg=0.359}},{HFC134a={kg=0.365}},{CH4={kg=0.927}},{CO2={kg=0.631}},{SF6={kg=0.058}},{N2O={kg=0.156}},{N2O={kg=0.587}},{CO2={m3=2.107}},{CO2={m3=0.482}},{CH4={kg=1.404}},{CO2={m3=2.457}},process run Q,process plant,40246,50246,{kgCO2e=4.63},{kgCO2e=0.34},{kgCO2e=3.77}
processes/248,centrifuging,food_processing,unit_processed,3.17,treatment center,company B,GHG,{CH4={kg=0.938}},{CH4={kg=0.478}},{HFC134a={kg=0.467}},{CO2={kg=0.424}},{SF6={kg=0.024}},{CH4={kg=0.538}},{CH4={kg=0.805}},{HFC134a={kg=0.019}},{N2O={kg=0.538}},{HFC134a={kg=0.405}},{CO2={kg=1.514}},{HFC134a={kg=0.005}},{N2O={kg=0.076}},{CH4={kg=1.419}},{N2O={kg=0.705}},{CH4={kg=0.688}},{HFC134a={kg=0.337}},{SF6={kg=0.158}},{CO2={kg=2.746}},{N2O={kg=0.42}},{HFC134a={kg=0.47}},{N2O={kg=0.784}},{CH4={kg=0.862}},unit operation W,facility co,40247,50247,{kgCO2e=0.14},{kgCO2e=1.76},{kgCO2e=3.52}
processes/249,preserving,food_processing,unit_processed,4.13,service provider B,manufacturing co,GHG,{HFC134a={kg=0.26}},{CO2={m3=0.015}},{CH4={kg=1.258}},{CO2={m3=2.064}},{N2O={kg=0.079}},{N2O={kg=0.013}},{HFC134a={kg=0.411}},{CH4={kg=0.497}},{CH4={kg=0.525}},{N2O={kg=0.749}},{HFC134a={kg=0.243}},{HFC134a={kg=0.303}},{N2O={kg=0.646}},{HFC134a={kg=0.304}},{CH4={kg=0.19}},{N2O={kg=0.435}},{SF6={kg=0.083}},{N2O={kg=0.736}},{CH4={kg=1.411}},{SF6={kg=0.123}},{CH4={kg=0.71}},{CH4={kg=0.254}},{CH4={kg=0.037}},unit operation H,process plant,40248,50248,{kgCO2e=2.34},{kgCO2e=2.05},{kgCO2e=3.22}
processes/250,warehouse_operations,transportation,kg,3.54,process plant,facility operator,GHG,{CH4={kg=0.828}},{SF6={kg=0.179}},{CH4={kg=1.274}},{N2O={kg=0.596}},{CH4={kg=1.362}},{HFC134a={kg=0.213}},{CO2={m3=1.23}},{HFC134a={kg=0.24}},{SF6={kg=0.087}},{N2O={kg=0.75}},{CH4={kg=0.416}},{N2O={kg=0.746}},{CO2={kg=2.169}},{SF6={kg=0.015}},{N2O={kg=0.481}},{HFC134a={kg=0.046}},{HFC134a={kg=0.236}},{CO2={m3=2.347}},{SF6={kg=0.011}},{SF6={kg=0.152}},{N2O={kg=0.042}},{SF6={kg=0.069}},{SF6={kg=0.029}},process run E,process plant,40249,50249,{kgCO2e=3.37},{kgCO2e=0.92},{kgCO2e=3.09}
processes/251,poaching,cooking,liter,1.39,recycling facility,facility operator,GHG,{SF6={kg=0.197}},{N2O={kg=0.284}},{CH4={kg=1.359}},{HFC134a={kg=0.192}},{CO2={kg=1.849}},{CO2={m3=1.198}},{CH4={kg=0.299}},{SF6={kg=0.117}},{CH4={kg=0.76}},{CO2={m3=2.735}},{CO2={kg=0.268}},{CH4={kg=0.31}},{SF6={kg=0.151}},{SF6={kg=0.091}},{CH4={kg=1.318}},{SF6={kg=0.089}},{N2O={kg=0.086}},{CO2={m3=2.438}},{HFC134a={kg=0.203}},{CH4={kg=0.858}},{CH4={kg=0.778}},{HFC134a={kg=0.31}},{HFC134a={kg=0.077}},process run R,manufacturing facility,40250,50250,{kgCO2e=4.52},{kgCO2e=2.12},{kgCO2e=3.41}
processes/252,polymerization,chemical,unit,2.58,process plant,company A,GHG,{CH4={kg=0.661}},{CO2={kg=1.043}},{N2O={kg=0.704}},{HFC134a={kg=0.289}},{N2O={kg=0.581}},{CH4={kg=1.117}},{N2O={kg=0.267}},{N2O={kg=0.494}},{N2O={kg=0.6}},{N2O={kg=0.417}},{SF6={kg=0.033}},{CO2={kg=1.017}},{N2O={kg=0.301}},{SF6={kg=0.006}},{CH4={kg=1.417}},{HFC134a={kg=0.193}},{CO2={kg=1.084}},{SF6={kg=0.094}},{N2O={kg=0.333}},{CH4={kg=0.644}},{SF6={kg=0.038}},{N2O={kg=0.731}},{HFC134a={kg=0.288}},unit operation F,manufacturing facility,40251,50251,{kgCO2e=4.32},{kgCO2e=0.9},{kgCO2e=0.58}
processes/253,gasification,energy,cycle,2.66,process plant,service operator,GHG,{CO2={m3=0.6}},{CO2={m3=1.58}},{N2O={kg=0.09}},{N2O={kg=0.399}},{N2O={kg=0.217}},{HFC134a={kg=0.353}},{CH4={kg=0.706}},{N2O={kg=0.098}},{SF6={kg=0.015}},{N2O={kg=0.264}},{HFC134a={kg=0.494}},{N2O={kg=0.563}},{CH4={kg=1.263}},{N2O={kg=0.368}},{CH4={kg=0.986}},{N2O={kg=0.193}},{CO2={kg=1.96}},{HFC134a={kg=0.038}},{CO2={m3=2.186}},{CO2={m3=0.833}},{SF6={kg=0.186}},{SF6={kg=0.126}},{HFC134a={kg=0.14}},cycle operation X,facility co,40252,50252,{kgCO2e=0.08},{kgCO2e=2.92},{kgCO2e=3.37}
processes/254,precipitation,water_treatment,liter,4.45,process plant,company B,GHG,{SF6={kg=0.026}},{SF6={kg=0.164}},{CO2={m3=2.086}},{SF6={kg=0.2}},{CH4={kg=0.645}},{CO2={kg=2.194}},{CH4={kg=0.804}},{CO2={kg=2.153}},{SF6={kg=0.003}},{N2O={kg=0.747}},{CO2={m3=0.769}},{SF6={kg=0.154}},{CH4={kg=0.47}},{CO2={m3=2.695}},{N2O={kg=0.362}},{CO2={kg=1.574}},{N2O={kg=0.189}},{HFC134a={kg=0.436}},{CH4={kg=1.245}},{N2O={kg=0.766}},{CH4={kg=0.771}},{CH4={kg=0.104}},{N2O={kg=0.341}},cycle operation X,manufacturing facility,40253,50253,{kgCO2e=3.67},{kgCO2e=1.48},{kgCO2e=2.33}
processes/255,smoking,cooking,unit,3.52,treatment center,facility operator,GHG,{SF6={kg=0.147}},{CO2={kg=0.33}},{HFC134a={kg=0.091}},{SF6={kg=0.016}},{N2O={kg=0.474}},{HFC134a={kg=0.349}},{SF6={kg=0.119}},{CO2={m3=2.428}},{CH4={kg=1.013}},{SF6={kg=0.097}},{HFC134a={kg=0.318}},{N2O={kg=0.749}},{CO2={m3=2.685}},{CO2={kg=0.968}},{CH4={kg=0.499}},{N2O={kg=0.675}},{SF6={kg=0.135}},{HFC134a={kg=0.05}},{HFC134a={kg=0.499}},{HFC134a={kg=0.405}},{HFC134a={kg=0.205}},{HFC134a={kg=0.106}},{CH4={kg=1.412}},cycle operation A,facility co,40254,50254,{kgCO2e=4.75},{kgCO2e=2.89},{kgCO2e=2.87}
processes/256,grading,agriculture,unit,2.12,process plant,company A,GHG,{HFC134a={kg=0.003}},{CH4={kg=1.472}},{SF6={kg=0.113}},{CH4={kg=1.132}},{HFC134a={kg=0.337}},{HFC134a={kg=0.023}},{HFC134a={kg=0.231}},{N2O={kg=0.217}},{HFC134a={kg=0.126}},{SF6={kg=0.081}},{CO2={m3=2.543}},{SF6={kg=0.175}},{N2O={kg=0.027}},{CO2={kg=2.972}},{HFC134a={kg=0.268}},{SF6={kg=0.028}},{CO2={kg=2.132}},{HFC134a={kg=0.244}},{CH4={kg=0.225}},{SF6={kg=0.14}},{CO2={m3=2.235}},{CO2={kg=0.552}},{CH4={kg=0.146}},production cycle U,operator,40255,50255,{kgCO2e=0.1},{kgCO2e=0.03},{kgCO2e=2.08}
processes/257,nitration,chemical,liter,4.86,process plant,service operator,GHG,{CO2={kg=1.822}},{CH4={kg=1.36}},{CO2={kg=1.2}},{CH4={kg=1.16}},{HFC134a={kg=0.028}},{CH4={kg=0.207}},{CO2={kg=0.974}},{HFC134a={kg=0.014}},{SF6={kg=0.118}},{SF6={kg=0.045}},{N2O={kg=0.581}},{CO2={m3=0.399}},{N2O={kg=0.754}},{HFC134a={kg=0.197}},{CH4={kg=0.947}},{CH4={kg=0.034}},{CH4={kg=0.535}},{CH4={kg=0.862}},{N2O={kg=0.161}},{HFC134a={kg=0.492}},{CO2={kg=2.54}},{CH4={kg=1.404}},{N2O={kg=0.127}},unit operation N,process plant,40256,50256,{kgCO2e=1.68},{kgCO2e=2.5},{kgCO2e=1.43}
processes/258,filtration,water_treatment,unit,4.82,process plant,company A,GHG,{HFC134a={kg=0.499}},{CH4={kg=0.442}},{CH4={kg=1.248}},{CH4={kg=0.857}},{N2O={kg=0.705}},{SF6={kg=0.02}},{CH4={kg=1.406}},{SF6={kg=0.054}},{SF6={kg=0.054}},{CH4={kg=1.188}},{SF6={kg=0.198}},{SF6={kg=0.019}},{SF6={kg=0.006}},{CO2={kg=1.874}},{SF6={kg=0.176}},{HFC134a={kg=0.265}},{HFC134a={kg=0.046}},{CO2={kg=2.832}},{HFC134a={kg=0.175}},{CO2={m3=2.986}},{CH4={kg=0.994}},{N2O={kg=0.26}},{CH4={kg=0.79}},production cycle H,process plant,40257,50257,{kgCO2e=0.66},{kgCO2e=2.01},{kgCO2e=3.02}
processes/259,steaming,cooking,m3,2.52,processing company,service operator,GHG,{CO2={m3=2.458}},{N2O={kg=0.089}},{N2O={kg=0.662}},{N2O={kg=0.406}},{CH4={kg=1.302}},{CO2={m3=2.234}},{CO2={m3=0.634}},{SF6={kg=0.068}},{CH4={kg=0.08}},{N2O={kg=0.05}},{SF6={kg=0.199}},{CO2={kg=1.189}},{N2O={kg=0.261}},{N2O={kg=0.542}},{N2O={kg=0.733}},{SF6={kg=0.125}},{SF6={kg=0.139}},{HFC134a={kg=0.097}},{HFC134a={kg=0.435}},{CO2={kg=2.106}},{HFC134a={kg=0.492}},{CH4={kg=1.123}},{CO2={kg=1.522}},batch process Z,manufacturing facility,40258,50258,{kgCO2e=4.23},{kgCO2e=1.61},{kgCO2e=3.29}
processes/260,biological treatment,waste_treatment,m3,2.99,treatment center,manufacturing co,GHG,{HFC134a={kg=0.473}},{CH4={kg=0.267}},{HFC134a={kg=0.169}},{HFC134a={kg=0.425}},{HFC134a={kg=0.048}},{N2O={kg=0.642}},{CO2={m3=1.257}},{N2O={kg=0.384}},{CO2={kg=2.411}},{CH4={kg=0.616}},{HFC134a={kg=0.067}},{N2O={kg=0.485}},{SF6={kg=0.16}},{CH4={kg=1.263}},{N2O={kg=0.155}},{CH4={kg=1.282}},{CO2={kg=2.617}},{N2O={kg=0.625}},{CH4={kg=0.504}},{SF6={kg=0.002}},{CH4={kg=1.011}},{N2O={kg=0.237}},{HFC134a={kg=0.492}},process run K,facility co,40259,50259,{kgCO2e=2.58},{kgCO2e=1.04},{kgCO2e=1.56}
processes/261,grinding,manufacturing,m3,0.97,treatment center,company A,GHG,{SF6={kg=0.009}},{CH4={kg=1.033}},{CH4={kg=0.713}},{SF6={kg=0.144}},{SF6={kg=0.115}},{SF6={kg=0.068}},{CO2={kg=2.637}},{HFC134a={kg=0.278}},{CO2={m3=0.737}},{CO2={kg=2.14}},{CO2={kg=1.247}},{CO2={kg=2.427}},{CO2={kg=1.947}},{CO2={kg=2.319}},{SF6={kg=0.143}},{SF6={kg=0.134}},{CH4={kg=0.04}},{CH4={kg=1.159}},{CO2={m3=2.562}},{CH4={kg=0.989}},{CH4={kg=1.249}},{CO2={m3=1.391}},{HFC134a={kg=0.203}},process run D,process plant,40260,50260,{kgCO2e=1.69},{kgCO2e=2.52},{kgCO2e=3.13}
processes/262,welding,metal,liter,3.74,process plant,company B,GHG,{SF6={kg=0.105}},{SF6={kg=0.177}},{HFC134a={kg=0.338}},{SF6={kg=0.019}},{N2O={kg=0.208}},{CO2={kg=1.016}},{N2O={kg=0.563}},{HFC134a={kg=0.207}},{HFC134a={kg=0.406}},{CO2={kg=0.529}},{CO2={kg=1.326}},{CO2={m3=0.328}},{CO2={m3=2.369}},{N2O={kg=0.675}},{N2O={kg=0.712}},{N2O={kg=0.372}},{HFC134a={kg=0.319}},{N2O={kg=0.632}},{CO2={m3=0.24}},{SF6={kg=0.045}},{CH4={kg=0.932}},{CO2={kg=2.385}},{HFC134a={kg=0.053}},batch process C,process plant,40261,50261,{kgCO2e=2.8},{kgCO2e=2.61},{kgCO2e=1.71}
processes/263,assembly,manufacturing,unit_processed,0.62,manufacturing facility,service operator,GHG,{HFC134a={kg=0.006}},{N2O={kg=0.391}},{SF6={kg=0.1}},{N2O={kg=0.587}},{N2O={kg=0.036}},{CH4={kg=0.606}},{SF6={kg=0.091}},{CO2={kg=2.508}},{SF6={kg=0.081}},{SF6={kg=0.067}},{N2O={kg=0.789}},{N2O={kg=0.435}},{SF6={kg=0.035}},{N2O={kg=0.442}},{CH4={kg=1.312}},{CH4={kg=1.308}},{CO2={m3=0.28}},{HFC134a={kg=0.029}},{N2O={kg=0.49}},{SF6={kg=0.016}},{N2O={kg=0.46}},{CH4={kg=0.828}},{SF6={kg=0.078}},production cycle L,manufacturing facility,40262,50262,{kgCO2e=0.7},{kgCO2e=1.64},{kgCO2e=2.68}
processes/264,gasification,energy,unit,4.01,process plant,facility operator,GHG,{CO2={m3=1.095}},{HFC134a={kg=0.249}},{SF6={kg=0.014}},{N2O={kg=0.571}},{SF6={kg=0.162}},{CO2={m3=1.086}},{SF6={kg=0.038}},{N2O={kg=0.242}},{HFC134a={kg=0.047}},{CO2={kg=1.252}},{N2O={kg=0.387}},{CH4={kg=0.726}},{HFC134a={kg=0.243}},{SF6={kg=0.151}},{HFC134a={kg=0.389}},{CH4={kg=0.338}},{SF6={kg=0.021}},{CO2={m3=1.002}},{N2O={kg=0.277}},{CO2={kg=0.852}},{SF6={kg=0.134}},{CH4={kg=1.043}},{CO2={kg=0.659}},process run R,process plant,40263,50263,{kgCO2e=2.43},{kgCO2e=2.0},{kgCO2e=2.96}
processes/265,separating,food_processing,kg,0.91,manufacturing facility,company B,GHG,{CH4={kg=0.014}},{CO2={m3=2.181}},{HFC134a={kg=0.457}},{CH4={kg=0.074}},{CO2={kg=1.032}},{HFC134a={kg=0.102}},{HFC134a={kg=0.015}},{HFC134a={kg=0.282}},{CH4={kg=0.647}},{SF6={kg=0.11}},{CH4={kg=1.448}},{N2O={kg=0.313}},{HFC134a={kg=0.409}},{SF6={kg=0.155}},{CH4={kg=1.276}},{CO2={m3=0.669}},{SF6={kg=0.071}},{HFC134a={kg=0.447}},{HFC134a={kg=0.353}},{HFC134a={kg=0.187}},{HFC134a={kg=0.457}},{CH4={kg=0.161}},{SF6={kg=0.157}},unit operation J,process plant,40264,50264,{kgCO2e=4.1},{kgCO2e=1.42},{kgCO2e=0.37}
processes/266,strapping,packaging,batch,3.58,service provider A,service operator,GHG,{N2O={kg=0.248}},{SF6={kg=0.194}},{CH4={kg=1.278}},{SF6={kg=0.031}},{CO2={m3=1.248}},{SF6={kg=0.156}},{CH4={kg=0.138}},{CO2={kg=2.206}},{N2O={kg=0.178}},{N2O={kg=0.578}},{HFC134a={kg=0.186}},{CH4={kg=0.636}},{CO2={m3=1.359}},{SF6={kg=0.123}},{CH4={kg=0.904}},{N2O={kg=0.157}},{CO2={kg=0.478}},{CH4={kg=0.722}},{HFC134a={kg=0.29}},{N2O={kg=0.72}},{CH4={kg=0.725}},{N2O={kg=0.168}},{HFC134a={kg=0.469}},cycle operation X,operator,40265,50265,{kgCO2e=1.36},{kgCO2e=2.83},{kgCO2e=1.57}
processes/267,shaping,manufacturing,kg,2.52,process plant,company B,GHG,{CH4={kg=0.916}},{CO2={m3=0.24}},{SF6={kg=0.121}},{CO2={kg=1.552}},{CO2={m3=1.373}},{CH4={kg=0.481}},{HFC134a={kg=0.115}},{CO2={kg=1.988}},{SF6={kg=0.014}},{CH4={kg=1.034}},{N2O={kg=0.377}},{SF6={kg=0.031}},{CO2={kg=2.411}},{CO2={kg=2.878}},{CH4={kg=1.047}},{N2O={kg=0.205}},{HFC134a={kg=0.338}},{CO2={kg=0.263}},{SF6={kg=0.087}},{N2O={kg=0.449}},{SF6={kg=0.06}},{CO2={kg=0.325}},{CH4={kg=1.312}},process run S,operator,40266,50266,{kgCO2e=4.93},{kgCO2e=1.9},{kgCO2e=2.93}
processes/268,spraying,agriculture,batch,0.91,processing company,service operator,GHG,{SF6={kg=0.143}},{SF6={kg=0.061}},{HFC134a={kg=0.349}},{SF6={kg=0.073}},{HFC134a={kg=0.064}},{CO2={m3=0.032}},{CO2={m3=0.938}},{CH4={kg=1.162}},{SF6={kg=0.167}},{CO2={kg=0.134}},{N2O={kg=0.528}},{CO2={m3=1.966}},{CO2={kg=1.197}},{SF6={kg=0.012}},{N2O={kg=0.676}},{SF6={kg=0.123}},{N2O={kg=0.553}},{HFC134a={kg=0.429}},{HFC134a={kg=0.433}},{N2O={kg=0.248}},{CH4={kg=1.073}},{N2O={kg=0.223}},{SF6={kg=0.009}},production cycle B,facility co,40267,50267,{kgCO2e=1.33},{kgCO2e=2.43},{kgCO2e=2.79}
