id,name,type,quantifiableUnit,quantityValue,productOrigin,owner,uploadedFile,emissionInformation.description,emissionInformation.scope1.stationaryCombustion,emissionInformation.scope1.mobileCombustion,emissionInformation.scope1.fugitiveEmissions,emissionInformation.scope1.processEmissions,emissionInformation.scope2.purchasedElectricity,emissionInformation.scope2.purchasedSteam,emissionInformation.scope2.purchasedHeating,emissionInformation.scope2.purchasedCooling,emissionInformation.scope3.category1,emissionInformation.scope3.category2,emissionInformation.scope3.category3,emissionInformation.scope3.category4,emissionInformation.scope3.category5,emissionInformation.scope3.category6,emissionInformation.scope3.category7,emissionInformation.scope3.category8,emissionInformation.scope3.category9,emissionInformation.scope3.category10,emissionInformation.scope3.category11,emissionInformation.scope3.category12,emissionInformation.scope3.category13,emissionInformation.scope3.category14,emissionInformation.scope3.category15,dpp.name,dpp.manufacturer,dpp.serialNumber,dpp.batchNumber,dpp.carbonFootprint.scope1,dpp.carbonFootprint.scope2,dpp.carbonFootprint.scope3
products/314,carrots,utility,kg,3.62,supplier,user utility,,GHG,{SF6={kg=0.136}},{CH4={kg=0.182}},{HFC134a={kg=0.34}},{N2O={kg=0.008}},{N2O={kg=0.711}},{CH4={kg=1.4}},{N2O={kg=0.314}},{N2O={kg=0.286}},{HFC134a={kg=0.438}},{CH4={kg=0.561}},{SF6={kg=0.161}},{CH4={kg=0.641}},{N2O={kg=0.291}},{CH4={kg=1.052}},{SF6={kg=0.128}},{SF6={kg=0.196}},{CH4={kg=0.52}},{HFC134a={kg=0.431}},{SF6={kg=0.163}},{CH4={kg=1.211}},{HFC134a={kg=0.26}},{N2O={kg=0.254}},{N2O={kg=0.44}},finished goods R,plant Y,20313,30313,{kgCO2e=0.82},{kgCO2e=1.93},{kgCO2e=3.48}
products/315,oatmeal,waste,kg,1.02,distributor,company A,,GHG,{N2O={kg=0.663}},{N2O={kg=0.498}},{N2O={kg=0.047}},{N2O={kg=0.211}},{SF6={kg=0.015}},{HFC134a={kg=0.158}},{HFC134a={kg=0.287}},{CO2={kg=0.288}},{HFC134a={kg=0.357}},{SF6={kg=0.021}},{CH4={kg=1.25}},{CO2={m3=1.088}},{N2O={kg=0.657}},{N2O={kg=0.559}},{CO2={m3=2.008}},{CH4={kg=0.924}},{N2O={kg=0.096}},{N2O={kg=0.651}},{N2O={kg=0.159}},{CH4={kg=0.86}},{SF6={kg=0.038}},{CH4={kg=0.219}},{HFC134a={kg=0.36}},raw material lot L,processing plant,20314,30314,{kgCO2e=3.47},{kgCO2e=1.36},{kgCO2e=1.23}
products/316,lemons,ingredient,batch,3.47,manufacturer,user utility,,GHG,{SF6={kg=0.177}},{CO2={m3=0.959}},{N2O={kg=0.707}},{HFC134a={kg=0.211}},{HFC134a={kg=0.403}},{SF6={kg=0.112}},{HFC134a={kg=0.445}},{CH4={kg=1.046}},{N2O={kg=0.024}},{SF6={kg=0.018}},{N2O={kg=0.595}},{CH4={kg=0.825}},{CO2={kg=2.45}},{N2O={kg=0.45}},{HFC134a={kg=0.399}},{SF6={kg=0.036}},{CH4={kg=0.2}},{N2O={kg=0.309}},{N2O={kg=0.757}},{N2O={kg=0.68}},{N2O={kg=0.614}},{N2O={kg=0.08}},{SF6={kg=0.194}},finished goods A,processing plant,20315,30315,{kgCO2e=5.0},{kgCO2e=2.4},{kgCO2e=0.65}
products/317,dal,ingredient,bottle,4.53,distributor,warehouse operator,,GHG,{CH4={kg=0.998}},{CH4={kg=0.161}},{CO2={kg=2.541}},{CH4={kg=0.73}},{CH4={kg=0.582}},{CO2={m3=1.78}},{HFC134a={kg=0.08}},{HFC134a={kg=0.173}},{CH4={kg=1.035}},{N2O={kg=0.298}},{CO2={kg=0.515}},{N2O={kg=0.663}},{CO2={kg=0.862}},{SF6={kg=0.003}},{CO2={kg=2.833}},{SF6={kg=0.183}},{SF6={kg=0.153}},{CO2={m3=0.248}},{CH4={kg=1.096}},{N2O={kg=0.735}},{SF6={kg=0.168}},{CH4={kg=0.522}},{N2O={kg=0.131}},product batch G,processing plant,20316,30316,{kgCO2e=2.12},{kgCO2e=0.76},{kgCO2e=1.81}
products/318,tomatoes,processed food,m3,4.85,distributor,processing plant,,GHG,{N2O={kg=0.268}},{CO2={m3=0.463}},{HFC134a={kg=0.055}},{HFC134a={kg=0.435}},{HFC134a={kg=0.321}},{CH4={kg=0.211}},{HFC134a={kg=0.025}},{HFC134a={kg=0.134}},{CO2={kg=1.823}},{N2O={kg=0.386}},{CH4={kg=0.453}},{CH4={kg=0.448}},{CH4={kg=1.075}},{SF6={kg=0.069}},{CH4={kg=1.234}},{CH4={kg=0.233}},{SF6={kg=0.151}},{SF6={kg=0.043}},{SF6={kg=0.2}},{HFC134a={kg=0.305}},{CO2={kg=2.184}},{CO2={m3=2.468}},{CO2={kg=0.588}},product batch K,factory X,20317,30317,{kgCO2e=2.62},{kgCO2e=0.94},{kgCO2e=0.87}
products/319,tomato puree,ingredient,can,1.69,local farm,supplier co,,GHG,{CO2={kg=1.667}},{SF6={kg=0.072}},{SF6={kg=0.07}},{N2O={kg=0.751}},{N2O={kg=0.275}},{CH4={kg=1.206}},{CH4={kg=0.489}},{CO2={m3=0.245}},{N2O={kg=0.189}},{N2O={kg=0.159}},{SF6={kg=0.061}},{CH4={kg=0.946}},{SF6={kg=0.035}},{CO2={m3=0.393}},{CO2={m3=0.613}},{CH4={kg=0.936}},{CO2={kg=1.549}},{SF6={kg=0.02}},{HFC134a={kg=0.43}},{HFC134a={kg=0.39}},{CH4={kg=0.682}},{HFC134a={kg=0.105}},{HFC134a={kg=0.128}},processed item N,factory X,20318,30318,{kgCO2e=2.99},{kgCO2e=0.1},{kgCO2e=1.87}
products/320,beef brisket,waste,unit,1.7,supplier,supplier co,,GHG,{N2O={kg=0.233}},{SF6={kg=0.0}},{CO2={m3=2.78}},{N2O={kg=0.198}},{N2O={kg=0.415}},{SF6={kg=0.051}},{CO2={m3=0.584}},{N2O={kg=0.194}},{CH4={kg=1.449}},{CH4={kg=1.483}},{N2O={kg=0.228}},{N2O={kg=0.731}},{CO2={kg=2.934}},{SF6={kg=0.09}},{CH4={kg=0.516}},{CH4={kg=0.059}},{HFC134a={kg=0.09}},{CO2={m3=1.146}},{CO2={m3=0.438}},{SF6={kg=0.07}},{HFC134a={kg=0.295}},{SF6={kg=0.013}},{SF6={kg=0.127}},processed item C,factory X,20319,30319,{kgCO2e=4.52},{kgCO2e=2.28},{kgCO2e=2.75}
products/321,pepper,raw material,bottle,3.58,warehouse,supplier co,,GHG,{SF6={kg=0.191}},{CO2={m3=1.084}},{CH4={kg=0.177}},{HFC134a={kg=0.413}},{SF6={kg=0.143}},{SF6={kg=0.005}},{HFC134a={kg=0.075}},{CO2={m3=2.86}},{CH4={kg=0.87}},{CO2={kg=1.081}},{CH4={kg=1.356}},{SF6={kg=0.065}},{SF6={kg=0.153}},{HFC134a={kg=0.364}},{CO2={m3=2.468}},{HFC134a={kg=0.356}},{CH4={kg=0.509}},{SF6={kg=0.067}},{HFC134a={kg=0.417}},{N2O={kg=0.503}},{CO2={kg=0.771}},{SF6={kg=0.146}},{SF6={kg=0.074}},product batch E,processing plant,20320,30320,{kgCO2e=3.5},{kgCO2e=0.12},{kgCO2e=0.27}
products/322,dal,processed food,can,2.66,warehouse,warehouse operator,,GHG,{SF6={kg=0.193}},{SF6={kg=0.047}},{CH4={kg=0.857}},{HFC134a={kg=0.496}},{CO2={kg=0.313}},{CH4={kg=0.774}},{CO2={kg=1.872}},{SF6={kg=0.164}},{CO2={m3=0.649}},{N2O={kg=0.716}},{N2O={kg=0.435}},{CH4={kg=1.19}},{SF6={kg=0.044}},{CO2={m3=2.627}},{N2O={kg=0.238}},{HFC134a={kg=0.079}},{SF6={kg=0.017}},{HFC134a={kg=0.336}},{CO2={kg=1.349}},{HFC134a={kg=0.462}},{CO2={kg=1.963}},{SF6={kg=0.067}},{CO2={m3=0.773}},product batch X,supplier co,20321,30321,{kgCO2e=3.58},{kgCO2e=0.71},{kgCO2e=2.05}
products/323,butter,raw material,m3,3.65,supplier,warehouse operator,,GHG,{CO2={m3=1.832}},{N2O={kg=0.064}},{CO2={kg=2.641}},{HFC134a={kg=0.05}},{N2O={kg=0.423}},{HFC134a={kg=0.193}},{N2O={kg=0.789}},{HFC134a={kg=0.433}},{N2O={kg=0.624}},{SF6={kg=0.016}},{CH4={kg=0.926}},{SF6={kg=0.055}},{SF6={kg=0.166}},{N2O={kg=0.732}},{CH4={kg=0.583}},{N2O={kg=0.048}},{CO2={kg=1.068}},{SF6={kg=0.057}},{HFC134a={kg=0.148}},{CH4={kg=0.109}},{CO2={kg=0.909}},{HFC134a={kg=0.246}},{CO2={m3=0.32}},product batch G,distributor Z,20322,30322,{kgCO2e=2.42},{kgCO2e=2.12},{kgCO2e=3.69}
products/324,anaerobic digestion,ingredient,unit,1.52,importer,supplier co,,GHG,{N2O={kg=0.727}},{CO2={kg=2.646}},{N2O={kg=0.342}},{CO2={kg=1.872}},{HFC134a={kg=0.099}},{HFC134a={kg=0.472}},{N2O={kg=0.164}},{N2O={kg=0.112}},{SF6={kg=0.155}},{CO2={m3=1.583}},{CO2={m3=1.964}},{CO2={m3=1.581}},{CO2={kg=0.198}},{HFC134a={kg=0.138}},{SF6={kg=0.021}},{HFC134a={kg=0.03}},{CO2={kg=0.772}},{SF6={kg=0.11}},{CO2={kg=2.523}},{CO2={m3=1.56}},{N2O={kg=0.266}},{CH4={kg=0.316}},{CH4={kg=0.84}},ingredient mix U,factory X,20323,30323,{kgCO2e=1.75},{kgCO2e=0.73},{kgCO2e=1.53}
products/325,basil,waste,bottle,0.48,warehouse,company B,,GHG,{N2O={kg=0.078}},{SF6={kg=0.167}},{SF6={kg=0.152}},{HFC134a={kg=0.034}},{SF6={kg=0.127}},{CO2={kg=0.311}},{N2O={kg=0.635}},{CO2={kg=1.506}},{HFC134a={kg=0.454}},{HFC134a={kg=0.201}},{CH4={kg=0.849}},{CH4={kg=0.623}},{N2O={kg=0.705}},{HFC134a={kg=0.386}},{CH4={kg=0.611}},{CH4={kg=0.419}},{N2O={kg=0.527}},{CO2={m3=0.665}},{CH4={kg=0.22}},{CH4={kg=0.277}},{SF6={kg=0.054}},{HFC134a={kg=0.341}},{CH4={kg=1.132}},product batch V,processing plant,20324,30324,{kgCO2e=4.01},{kgCO2e=2.2},{kgCO2e=0.28}
products/326,oats,processed food,kg,2.45,distributor,supplier co,,GHG,{CH4={kg=1.39}},{CH4={kg=0.081}},{SF6={kg=0.106}},{CO2={m3=2.998}},{CO2={kg=0.823}},{CH4={kg=0.9}},{CO2={kg=1.006}},{N2O={kg=0.121}},{HFC134a={kg=0.363}},{N2O={kg=0.116}},{SF6={kg=0.112}},{N2O={kg=0.404}},{HFC134a={kg=0.323}},{CO2={m3=0.246}},{CO2={kg=1.91}},{HFC134a={kg=0.33}},{N2O={kg=0.482}},{N2O={kg=0.6}},{N2O={kg=0.564}},{HFC134a={kg=0.287}},{SF6={kg=0.135}},{HFC134a={kg=0.088}},{HFC134a={kg=0.346}},ingredient mix D,plant Y,20325,30325,{kgCO2e=3.97},{kgCO2e=2.76},{kgCO2e=3.6}
products/327,kebab,waste,box,4.71,supplier,user utility,,GHG,{SF6={kg=0.156}},{CO2={m3=0.675}},{CH4={kg=1.486}},{HFC134a={kg=0.173}},{HFC134a={kg=0.167}},{SF6={kg=0.075}},{SF6={kg=0.007}},{N2O={kg=0.535}},{HFC134a={kg=0.315}},{CO2={m3=0.349}},{CH4={kg=0.258}},{SF6={kg=0.009}},{CO2={kg=2.05}},{SF6={kg=0.009}},{SF6={kg=0.089}},{CH4={kg=0.767}},{HFC134a={kg=0.362}},{CH4={kg=0.032}},{SF6={kg=0.108}},{SF6={kg=0.103}},{CO2={m3=2.287}},{CH4={kg=1.26}},{CH4={kg=0.529}},product batch Q,plant Y,20326,30326,{kgCO2e=3.96},{kgCO2e=1.86},{kgCO2e=2.72}
products/328,chili powder,ingredient,m3,1.57,local farm,warehouse operator,,GHG,{CH4={kg=0.607}},{N2O={kg=0.553}},{SF6={kg=0.056}},{SF6={kg=0.157}},{HFC134a={kg=0.339}},{SF6={kg=0.102}},{SF6={kg=0.18}},{SF6={kg=0.012}},{N2O={kg=0.414}},{CO2={kg=0.576}},{CH4={kg=1.05}},{SF6={kg=0.165}},{N2O={kg=0.052}},{HFC134a={kg=0.055}},{CH4={kg=0.189}},{CH4={kg=0.864}},{CH4={kg=0.155}},{N2O={kg=0.757}},{SF6={kg=0.155}},{HFC134a={kg=0.38}},{CH4={kg=0.27}},{N2O={kg=0.296}},{HFC134a={kg=0.34}},processed item Z,processing plant,20327,30327,{kgCO2e=4.74},{kgCO2e=2.43},{kgCO2e=2.07}
products/329,blackberries,condiment,can,4.61,importer,farm co,,GHG,{CO2={kg=2.96}},{N2O={kg=0.251}},{CO2={kg=0.988}},{HFC134a={kg=0.427}},{CO2={m3=1.843}},{CH4={kg=0.871}},{N2O={kg=0.617}},{N2O={kg=0.052}},{CH4={kg=1.077}},{N2O={kg=0.425}},{HFC134a={kg=0.09}},{CH4={kg=1.3}},{CO2={m3=2.909}},{SF6={kg=0.005}},{CH4={kg=0.876}},{CO2={m3=2.172}},{SF6={kg=0.172}},{CO2={m3=2.434}},{SF6={kg=0.066}},{CO2={kg=1.413}},{SF6={kg=0.09}},{N2O={kg=0.177}},{CH4={kg=0.978}},processed item S,plant Y,20328,30328,{kgCO2e=2.43},{kgCO2e=2.48},{kgCO2e=2.83}
products/330,agave nectar,waste,box,3.33,distributor,processing plant,,GHG,{CH4={kg=0.085}},{HFC134a={kg=0.338}},{SF6={kg=0.12}},{CO2={m3=1.984}},{HFC134a={kg=0.137}},{N2O={kg=0.587}},{N2O={kg=0.164}},{CH4={kg=0.32}},{CH4={kg=0.729}},{CO2={m3=0.105}},{N2O={kg=0.164}},{N2O={kg=0.073}},{CH4={kg=1.063}},{CH4={kg=1.365}},{CH4={kg=1.021}},{N2O={kg=0.028}},{N2O={kg=0.493}},{HFC134a={kg=0.083}},{CO2={kg=1.093}},{CO2={m3=2.164}},{CH4={kg=0.736}},{CO2={kg=1.217}},{HFC134a={kg=0.201}},finished goods I,plant Y,20329,30329,{kgCO2e=0.42},{kgCO2e=1.77},{kgCO2e=3.26}
products/331,chimichanga,raw material,carton,0.92,distributor,farm co,,GHG,{N2O={kg=0.186}},{SF6={kg=0.138}},{CH4={kg=1.189}},{N2O={kg=0.189}},{CO2={m3=1.546}},{N2O={kg=0.088}},{SF6={kg=0.001}},{HFC134a={kg=0.453}},{SF6={kg=0.166}},{CH4={kg=1.428}},{CH4={kg=0.325}},{CH4={kg=0.557}},{HFC134a={kg=0.097}},{N2O={kg=0.299}},{SF6={kg=0.094}},{N2O={kg=0.305}},{CH4={kg=0.122}},{N2O={kg=0.19}},{HFC134a={kg=0.295}},{CO2={kg=0.338}},{HFC134a={kg=0.263}},{SF6={kg=0.141}},{CO2={m3=1.551}},ingredient mix R,factory X,20330,30330,{kgCO2e=4.58},{kgCO2e=0.38},{kgCO2e=1.85}
products/332,couscous,utility,carton,4.59,distributor,processing plant,,GHG,{CO2={m3=2.542}},{N2O={kg=0.267}},{CO2={kg=0.824}},{HFC134a={kg=0.331}},{CO2={m3=0.154}},{CO2={kg=0.05}},{SF6={kg=0.172}},{CO2={m3=2.731}},{HFC134a={kg=0.458}},{CO2={m3=0.307}},{SF6={kg=0.054}},{CO2={kg=1.784}},{SF6={kg=0.158}},{N2O={kg=0.387}},{HFC134a={kg=0.087}},{CO2={kg=2.493}},{CO2={kg=0.244}},{HFC134a={kg=0.02}},{CH4={kg=0.991}},{N2O={kg=0.398}},{N2O={kg=0.335}},{HFC134a={kg=0.039}},{N2O={kg=0.709}},product batch X,processing plant,20331,30331,{kgCO2e=4.3},{kgCO2e=2.4},{kgCO2e=1.31}
products/333,baguette,utility,carton,1.63,user,user utility,,GHG,{HFC134a={kg=0.161}},{N2O={kg=0.242}},{N2O={kg=0.219}},{CO2={kg=2.236}},{CH4={kg=1.357}},{SF6={kg=0.174}},{SF6={kg=0.133}},{N2O={kg=0.422}},{CO2={m3=0.666}},{CO2={kg=1.959}},{CO2={kg=2.66}},{CO2={kg=2.436}},{CH4={kg=0.772}},{SF6={kg=0.117}},{SF6={kg=0.129}},{CO2={m3=2.89}},{CO2={kg=1.002}},{CH4={kg=0.351}},{SF6={kg=0.005}},{CH4={kg=0.938}},{N2O={kg=0.572}},{HFC134a={kg=0.318}},{N2O={kg=0.016}},raw material lot X,distributor Z,20332,30332,{kgCO2e=0.68},{kgCO2e=2.25},{kgCO2e=1.81}
products/334,turkey,condiment,carton,3.91,distributor,processing plant,,GHG,{SF6={kg=0.061}},{N2O={kg=0.309}},{CH4={kg=0.331}},{CO2={kg=1.469}},{CH4={kg=0.859}},{N2O={kg=0.109}},{CH4={kg=0.486}},{HFC134a={kg=0.021}},{CH4={kg=0.645}},{N2O={kg=0.356}},{N2O={kg=0.059}},{SF6={kg=0.2}},{CH4={kg=1.009}},{HFC134a={kg=0.232}},{CH4={kg=0.255}},{CO2={m3=2.547}},{HFC134a={kg=0.104}},{SF6={kg=0.057}},{CH4={kg=0.538}},{CO2={m3=2.482}},{SF6={kg=0.067}},{SF6={kg=0.097}},{HFC134a={kg=0.428}},product batch V,plant Y,20333,30333,{kgCO2e=2.36},{kgCO2e=2.92},{kgCO2e=1.53}
products/335,sausage,beverage,can,4.98,supplier,company B,,GHG,{CH4={kg=0.049}},{SF6={kg=0.093}},{SF6={kg=0.074}},{HFC134a={kg=0.073}},{CO2={m3=0.811}},{SF6={kg=0.087}},{N2O={kg=0.231}},{HFC134a={kg=0.15}},{CH4={kg=0.647}},{HFC134a={kg=0.405}},{SF6={kg=0.002}},{CH4={kg=0.814}},{CO2={m3=2.376}},{N2O={kg=0.176}},{CO2={kg=1.974}},{CH4={kg=0.341}},{HFC134a={kg=0.186}},{CO2={kg=1.23}},{SF6={kg=0.016}},{HFC134a={kg=0.318}},{HFC134a={kg=0.241}},{HFC134a={kg=0.294}},{HFC134a={kg=0.179}},processed item A,distributor Z,20334,30334,{kgCO2e=0.44},{kgCO2e=2.64},{kgCO2e=0.72}
products/336,potatoes,ingredient,liter,0.78,warehouse,warehouse operator,,GHG,{SF6={kg=0.084}},{CO2={m3=1.0}},{N2O={kg=0.631}},{SF6={kg=0.064}},{CO2={kg=2.817}},{HFC134a={kg=0.307}},{CO2={kg=0.848}},{HFC134a={kg=0.161}},{CO2={kg=0.551}},{HFC134a={kg=0.463}},{HFC134a={kg=0.136}},{N2O={kg=0.019}},{CH4={kg=0.724}},{N2O={kg=0.331}},{HFC134a={kg=0.154}},{SF6={kg=0.086}},{SF6={kg=0.137}},{HFC134a={kg=0.493}},{HFC134a={kg=0.112}},{CO2={m3=1.194}},{SF6={kg=0.185}},{N2O={kg=0.514}},{CH4={kg=1.189}},product batch Y,factory X,20335,30335,{kgCO2e=2.02},{kgCO2e=1.18},{kgCO2e=1.37}
products/337,raisins,processed food,can,0.48,user,user utility,,GHG,{N2O={kg=0.039}},{HFC134a={kg=0.246}},{N2O={kg=0.526}},{CH4={kg=0.145}},{SF6={kg=0.154}},{CO2={kg=2.251}},{N2O={kg=0.693}},{CH4={kg=1.024}},{CH4={kg=0.889}},{CO2={kg=0.418}},{N2O={kg=0.213}},{CO2={kg=0.8}},{HFC134a={kg=0.161}},{SF6={kg=0.111}},{SF6={kg=0.136}},{CH4={kg=0.095}},{N2O={kg=0.757}},{N2O={kg=0.49}},{SF6={kg=0.033}},{HFC134a={kg=0.172}},{CO2={m3=2.046}},{N2O={kg=0.608}},{CH4={kg=1.46}},raw material lot C,plant Y,20336,30336,{kgCO2e=4.05},{kgCO2e=0.65},{kgCO2e=0.28}
products/338,goan fish,ingredient,liter,0.26,distributor,farm co,,GHG,{N2O={kg=0.454}},{HFC134a={kg=0.413}},{N2O={kg=0.738}},{N2O={kg=0.447}},{N2O={kg=0.722}},{CH4={kg=0.353}},{SF6={kg=0.189}},{CO2={m3=1.141}},{HFC134a={kg=0.06}},{CH4={kg=1.136}},{SF6={kg=0.025}},{HFC134a={kg=0.188}},{HFC134a={kg=0.247}},{CO2={kg=1.972}},{N2O={kg=0.325}},{CO2={m3=2.309}},{SF6={kg=0.082}},{SF6={kg=0.07}},{CO2={kg=1.909}},{SF6={kg=0.016}},{HFC134a={kg=0.145}},{SF6={kg=0.2}},{SF6={kg=0.034}},finished goods R,supplier co,20337,30337,{kgCO2e=2.32},{kgCO2e=0.08},{kgCO2e=1.46}
products/339,apples,processed food,m3,3.52,local farm,company B,,GHG,{CH4={kg=0.711}},{CH4={kg=1.319}},{N2O={kg=0.505}},{N2O={kg=0.551}},{HFC134a={kg=0.468}},{SF6={kg=0.09}},{HFC134a={kg=0.48}},{SF6={kg=0.159}},{CO2={m3=0.421}},{HFC134a={kg=0.319}},{N2O={kg=0.081}},{SF6={kg=0.181}},{N2O={kg=0.532}},{N2O={kg=0.518}},{SF6={kg=0.19}},{CO2={m3=1.52}},{HFC134a={kg=0.115}},{CH4={kg=0.651}},{CH4={kg=1.223}},{CO2={m3=0.029}},{CO2={m3=1.288}},{CH4={kg=0.121}},{HFC134a={kg=0.15}},processed item U,plant Y,20338,30338,{kgCO2e=1.0},{kgCO2e=1.0},{kgCO2e=1.69}
products/340,recycling,raw material,box,2.92,distributor,processing plant,,GHG,{CH4={kg=0.653}},{N2O={kg=0.638}},{N2O={kg=0.463}},{N2O={kg=0.378}},{CO2={m3=2.635}},{HFC134a={kg=0.468}},{N2O={kg=0.324}},{CO2={kg=2.881}},{N2O={kg=0.342}},{HFC134a={kg=0.381}},{HFC134a={kg=0.228}},{CH4={kg=1.108}},{N2O={kg=0.402}},{CO2={kg=1.775}},{CH4={kg=1.305}},{CO2={kg=2.978}},{CO2={m3=0.773}},{HFC134a={kg=0.279}},{N2O={kg=0.565}},{HFC134a={kg=0.238}},{CO2={kg=2.361}},{HFC134a={kg=0.039}},{N2O={kg=0.342}},finished goods I,processing plant,20339,30339,{kgCO2e=3.33},{kgCO2e=1.63},{kgCO2e=1.24}
products/341,wastewater treatment,beverage,batch,3.79,supplier,supplier co,,GHG,{HFC134a={kg=0.226}},{N2O={kg=0.558}},{HFC134a={kg=0.142}},{HFC134a={kg=0.003}},{N2O={kg=0.065}},{CO2={m3=1.411}},{N2O={kg=0.147}},{CO2={kg=1.964}},{HFC134a={kg=0.342}},{CO2={kg=0.412}},{CO2={kg=0.895}},{CO2={kg=0.087}},{N2O={kg=0.383}},{N2O={kg=0.28}},{SF6={kg=0.187}},{N2O={kg=0.556}},{SF6={kg=0.015}},{CH4={kg=0.693}},{CH4={kg=1.281}},{CH4={kg=0.14}},{HFC134a={kg=0.469}},{HFC134a={kg=0.02}},{CO2={kg=2.189}},ingredient mix X,processing plant,20340,30340,{kgCO2e=1.33},{kgCO2e=1.67},{kgCO2e=3.87}
products/342,mousse,raw material,unit,4.71,warehouse,user utility,,GHG,{HFC134a={kg=0.265}},{CH4={kg=1.393}},{N2O={kg=0.408}},{CO2={kg=2.834}},{CO2={kg=1.741}},{CH4={kg=1.406}},{CO2={kg=0.96}},{SF6={kg=0.02}},{SF6={kg=0.177}},{CH4={kg=1.293}},{HFC134a={kg=0.225}},{CO2={m3=2.099}},{CH4={kg=0.724}},{SF6={kg=0.079}},{N2O={kg=0.474}},{N2O={kg=0.447}},{HFC134a={kg=0.27}},{CH4={kg=0.065}},{CO2={m3=1.366}},{CO2={kg=0.562}},{N2O={kg=0.703}},{CH4={kg=0.15}},{N2O={kg=0.521}},ingredient mix U,factory X,20341,30341,{kgCO2e=4.96},{kgCO2e=2.11},{kgCO2e=3.08}
products/343,air treatment,processed food,m3,3.57,user,user utility,,GHG,{SF6={kg=0.079}},{CO2={m3=1.605}},{HFC134a={kg=0.496}},{CO2={kg=1.653}},{SF6={kg=0.055}},{HFC134a={kg=0.499}},{N2O={kg=0.558}},{SF6={kg=0.075}},{CH4={kg=0.166}},{SF6={kg=0.16}},{SF6={kg=0.046}},{SF6={kg=0.107}},{CO2={kg=2.494}},{CH4={kg=0.252}},{HFC134a={kg=0.447}},{CO2={m3=2.188}},{CH4={kg=0.916}},{CH4={kg=0.241}},{N2O={kg=0.004}},{SF6={kg=0.029}},{CH4={kg=0.773}},{CO2={m3=0.662}},{HFC134a={kg=0.279}},product batch Y,plant Y,20342,30342,{kgCO2e=3.18},{kgCO2e=1.84},{kgCO2e=2.91}
products/344,protein shake,processed food,can,1.69,supplier,farm co,,GHG,{N2O={kg=0.314}},{SF6={kg=0.191}},{CH4={kg=1.47}},{CO2={m3=2.231}},{CO2={m3=0.817}},{N2O={kg=0.115}},{CH4={kg=0.11}},{N2O={kg=0.769}},{CH4={kg=0.374}},{HFC134a={kg=0.402}},{SF6={kg=0.173}},{SF6={kg=0.042}},{N2O={kg=0.396}},{CH4={kg=0.189}},{CH4={kg=0.095}},{CH4={kg=0.788}},{SF6={kg=0.196}},{CH4={kg=0.79}},{CH4={kg=0.063}},{SF6={kg=0.096}},{CO2={kg=0.873}},{HFC134a={kg=0.453}},{CO2={m3=0.139}},ingredient mix C,plant Y,20343,30343,{kgCO2e=2.1},{kgCO2e=2.28},{kgCO2e=0.88}
products/345,wastewater treatment,utility,box,4.78,warehouse,user utility,,GHG,{CO2={kg=1.514}},{N2O={kg=0.318}},{SF6={kg=0.196}},{CH4={kg=0.552}},{SF6={kg=0.055}},{CH4={kg=1.396}},{N2O={kg=0.284}},{HFC134a={kg=0.396}},{N2O={kg=0.089}},{HFC134a={kg=0.051}},{CO2={m3=0.648}},{SF6={kg=0.146}},{HFC134a={kg=0.106}},{HFC134a={kg=0.02}},{CH4={kg=0.613}},{N2O={kg=0.696}},{N2O={kg=0.658}},{CO2={m3=1.667}},{N2O={kg=0.514}},{HFC134a={kg=0.419}},{SF6={kg=0.096}},{N2O={kg=0.136}},{SF6={kg=0.073}},product batch A,distributor Z,20344,30344,{kgCO2e=4.24},{kgCO2e=0.03},{kgCO2e=2.22}
products/346,potatoes,waste,kg,2.13,local farm,farm co,,GHG,{CH4={kg=1.144}},{CH4={kg=1.016}},{HFC134a={kg=0.296}},{N2O={kg=0.593}},{N2O={kg=0.797}},{SF6={kg=0.06}},{CH4={kg=0.754}},{SF6={kg=0.068}},{CO2={kg=2.349}},{N2O={kg=0.133}},{SF6={kg=0.09}},{N2O={kg=0.489}},{N2O={kg=0.202}},{CO2={kg=2.898}},{HFC134a={kg=0.302}},{CH4={kg=0.194}},{SF6={kg=0.073}},{HFC134a={kg=0.151}},{N2O={kg=0.598}},{CO2={m3=1.269}},{HFC134a={kg=0.156}},{N2O={kg=0.669}},{N2O={kg=0.472}},processed item K,supplier co,20345,30345,{kgCO2e=0.41},{kgCO2e=0.9},{kgCO2e=2.43}
products/347,sports drink,raw material,bottle,2.7,local farm,company A,,GHG,{HFC134a={kg=0.478}},{CH4={kg=0.576}},{N2O={kg=0.517}},{N2O={kg=0.444}},{N2O={kg=0.594}},{CH4={kg=0.945}},{SF6={kg=0.172}},{SF6={kg=0.047}},{N2O={kg=0.254}},{HFC134a={kg=0.016}},{CH4={kg=1.439}},{CH4={kg=0.145}},{SF6={kg=0.074}},{CH4={kg=0.208}},{CO2={kg=0.327}},{SF6={kg=0.102}},{N2O={kg=0.045}},{HFC134a={kg=0.488}},{HFC134a={kg=0.128}},{N2O={kg=0.31}},{N2O={kg=0.499}},{CH4={kg=1.165}},{SF6={kg=0.165}},processed item M,supplier co,20346,30346,{kgCO2e=3.27},{kgCO2e=1.8},{kgCO2e=2.99}
